Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,goal_time_h,goal_time_a,finished,red_cards_h,red_cards_a,BbAv>2.5,PSCH,PSCD,PSCA
I1,28/10/2018,Napoli,Roma,1,1,90,14,93,,,1.66,1.61,4.09,6.11
I1,28/10/2018,Sassuolo,Bologna,2,2,"17,85","2,56",94,,,2.18,1.83,3.6,4.87
I1,28/10/2018,Spal,Frosinone,0,3,,"40,53,89",95,,,2.14,1.81,3.56,5.12
I1,29/10/2018,Lazio,Inter,0,3,,"28,41,70",93,,,1.78,2.54,3.25,3.09
I1,31/10/2018,Milan,Genoa,2,1,"4,91",56,93,,,1.73,1.5,4.47,7.15
I1,02/11/2018,Napoli,Empoli,5,1,"9,38,64,90,92",58,94,,,1.49,1.22,6.86,14.62
I1,03/11/2018,Fiorentina,Roma,1,1,32,85,94,,,1.71,2.77,3.54,2.62
I1,03/11/2018,Inter,Genoa,5,0,"14,16,49,91,93",,93,,,1.66,1.4,4.58,9.78
I1,03/11/2018,Juventus,Cagliari,3,1,"1,38,87",36,92,,,1.51,1.16,8.05,20.94
I1,04/11/2018,Bologna,Atalanta,1,2,3,"57,7",93,,,1.9,5.49,3.82,1.71
I1,04/11/2018,Chievo,Sassuolo,0,2,,"42,93",95,88,,2.02,3.89,3.4,2.1
I1,04/11/2018,Lazio,Spal,4,1,"26,35,59,70",28,91,,,1.63,1.37,4.91,10.04
I1,04/11/2018,Parma,Frosinone,0,0,,,94,61,,1.96,2.13,3.44,3.76
I1,04/11/2018,Sampdoria,Torino,1,4,65,"12,43,56,78",93,,,2.06,2.99,3.15,2.68
I1,04/11/2018,Udinese,Milan,0,1,,96,100,94,,1.95,4.7,3.31,1.95
I1,09/11/2018,Frosinone,Fiorentina,1,1,89,47,94,,,1.98,5.23,3.61,1.79
I1,10/11/2018,Genoa,Napoli,1,2,20,"62,86",94,,,1.7,8.07,4.84,1.42
I1,10/11/2018,Spal,Cagliari,2,2,"3,71","73,76",95,,,2.25,2.64,3.15,3.05
I1,10/11/2018,Torino,Parma,1,2,37,"9,25",94,,,1.88,1.5,4.14,8.11
I1,11/11/2018,Atalanta,Inter,4,1,"8,62,88,93",47,94,,91,1.86,2.82,3.49,2.61
I1,11/11/2018,Chievo,Bologna,2,2,"20,45","3,56",93,,,2.33,3.09,3.15,2.61
I1,11/11/2018,Empoli,Udinese,2,1,"41,51",81,95,,,2.03,2.06,3.51,3.91
I1,11/11/2018,Milan,Juventus,0,2,,"8,81",93,83,,1.95,5.42,3.61,1.76
I1,11/11/2018,Roma,Sampdoria,4,1,"19,59,72,92",89,94,,,1.55,1.42,5.02,7.85
I1,11/11/2018,Sassuolo,Lazio,1,1,15,7,93,,,1.72,3.97,3.63,2.01
I1,24/11/2018,Inter,Frosinone,3,0,"10,57,82",,93,,,1.53,1.28,5.92,12.31
I1,24/11/2018,Juventus,Spal,2,0,"29,6",,93,,,1.53,1.15,8.39,23.34
I1,24/11/2018,Udinese,Roma,1,0,54,,96,,,1.75,4.01,3.38,2.08
I1,25/11/2018,Bologna,Fiorentina,0,0,,,92,,,2.07,3.31,3.21,2.43
I1,25/11/2018,Empoli,Atalanta,3,2,"42,77,91","33,4",93,,84,1.64,5.39,4.19,1.65
I1,25/11/2018,Genoa,Sampdoria,1,1,17,8,92,,,1.95,2.8,3.18,2.84
I1,25/11/2018,Lazio,Milan,1,1,93,78,97,,,1.77,1.78,3.77,5.02
I1,25/11/2018,Napoli,Chievo,0,0,,,94,,,1.36,1.14,8.73,23.49
I1,25/11/2018,Parma,Sassuolo,2,1,"6,25",36,93,,,1.84,3.4,3.55,2.22
I1,26/11/2018,Cagliari,Torino,0,0,,,95,,,2.15,2.96,3.2,2.67
I1,01/12/2018,Fiorentina,Juventus,0,3,,"31,69,79",92,,,2.01,5.76,3.7,1.71
I1,01/12/2018,Sampdoria,Bologna,4,1,"10,25,40,68",17,92,,,2.04,2.05,3.28,4.26
I1,01/12/2018,Spal,Empoli,2,2,"5,67","24,43",93,49,,1.98,2.49,3.2,3.23
I1,02/12/2018,Chievo,Lazio,1,1,25,66,94,,,1.74,6.88,4.42,1.52
I1,02/12/2018,Frosinone,Cagliari,1,1,14,77,95,,85,2.07,3.3,3.22,2.43
I1,02/12/2018,Milan,Parma,2,1,"55,71",49,96,,,1.6,1.53,4.24,7.03
I1,02/12/2018,Roma,Inter,2,2,"51,74","37,66",95,,,1.76,2.71,3.51,2.69
I1,02/12/2018,Sassuolo,Udinese,0,0,,,93,,,1.96,2.05,3.39,4.09
I1,02/12/2018,Torino,Genoa,2,1,"45,45",36,93,,28,1.99,1.88,3.59,4.63
I1,03/12/2018,Atalanta,Napoli,1,2,56,"2,85",94,,,1.69,3.56,3.33,2.25
I1,07/12/2018,Juventus,Inter,1,0,66,,95,,,2.06,1.57,3.97,7.05
I1,08/12/2018,Cagliari,Roma,2,2,"84,94","14,41",95,92,,1.74,4.24,3.74,1.91
I1,08/12/2018,Lazio,Sampdoria,2,2,"79,95","21,98",100,,91,1.63,1.45,4.91,7.21
I1,08/12/2018,Napoli,Frosinone,4,0,"7,40,68,84",,93,,,1.4,1.18,7.46,18.1
I1,09/12/2018,Empoli,Bologna,2,1,"10,8",41,94,,,1.89,2.09,3.51,3.82
I1,09/12/2018,Genoa,Spal,1,1,38,15,93,11,,2.1,1.94,3.48,4.42
I1,09/12/2018,Milan,Torino,0,0,,,94,,,1.84,1.95,3.29,4.75
I1,09/12/2018,Parma,Chievo,1,1,53,46,95,,73,2.1,2.12,3.27,4.04
I1,09/12/2018,Sassuolo,Fiorentina,3,3,"62,67,80","70,89,95",96,86,91,2.02,2.55,3.26,3.06
I1,09/12/2018,Udinese,Atalanta,1,3,12,"2,62,80",93,,,1.79,4.3,3.41,2
I1,15/12/2018,Inter,Udinese,1,0,76,,94,,,1.71,1.34,5.36,10.14
I1,15/12/2018,Torino,Juventus,0,1,,70,94,,,2.11,7.16,3.83,1.59
I1,16/12/2018,Cagliari,Napoli,0,1,,91,97,,,1.8,7.1,3.82,1.6
I1,16/12/2018,Fiorentina,Empoli,3,1,"40,59,78",24,95,,,1.8,1.87,3.61,4.65
I1,16/12/2018,Frosinone,Sassuolo,0,2,,"44,58",94,,,1.99,3.74,3.31,2.19
I1,16/12/2018,Roma,Genoa,3,2,"31,45,59","17,33",95,,,1.58,1.52,4.53,6.63
I1,16/12/2018,Sampdoria,Parma,2,0,"66,69",,92,,,2,1.93,3.37,4.67
I1,16/12/2018,Spal,Chievo,0,0,,,94,,,2.26,2.03,3.3,4.34
I1,17/12/2018,Atalanta,Lazio,1,0,1,,97,,,1.68,2.09,3.48,3.84
I1,18/12/2018,Bologna,Milan,0,0,,,94,,76,1.98,4.52,3.39,1.96
I1,22/12/2018,Chievo,Inter,1,1,91,39,95,,,1.9,9.47,4.94,1.38
I1,22/12/2018,Empoli,Sampdoria,2,4,"11,76","41,69,87,91",96,,,1.75,2.42,3.5,3.07
I1,22/12/2018,Genoa,Atalanta,3,1,"45,67,88",55,94,,"81,92",1.78,4.41,3.82,1.85
I1,22/12/2018,Juventus,Roma,1,0,35,,95,,,1.79,1.38,4.86,9.96
I1,22/12/2018,Lazio,Cagliari,3,1,"12,23,67",92,95,,,1.59,1.33,5.46,10.29
I1,22/12/2018,Milan,Fiorentina,0,1,,73,93,,,1.95,2.19,3.28,3.78
I1,22/12/2018,Napoli,Spal,1,0,46,,93,,,1.46,1.19,7.47,16.85
I1,22/12/2018,Parma,Bologna,0,0,,,94,,,2.26,2.55,3.13,3.2
I1,22/12/2018,Sassuolo,Torino,1,1,91,54,98,,,2.18,2.62,3.08,3.14
I1,22/12/2018,Udinese,Frosinone,1,1,32,61,96,,,1.96,1.71,3.77,5.55
I1,26/12/2018,Atalanta,Juventus,2,2,"24,56","2,78",95,,53,1.99,5.07,3.31,1.89
I1,26/12/2018,Bologna,Lazio,0,2,,"30,9",93,,,1.82,5.56,3.59,1.76
I1,26/12/2018,Cagliari,Genoa,1,0,45,,92,,,2.18,2.31,3.42,3.34
I1,26/12/2018,Fiorentina,Parma,0,1,,45,94,65,,1.89,1.48,4.48,7.51
I1,26/12/2018,Frosinone,Milan,0,0,,,95,,,1.98,6.59,3.69,1.65
I1,26/12/2018,Inter,Napoli,1,0,91,,94,,"80,93",1.94,2.91,3.37,2.6
I1,26/12/2018,Roma,Sassuolo,3,1,"8,23,59",90,93,,,1.61,1.53,4.49,6.53
I1,26/12/2018,Sampdoria,Chievo,2,0,"47,59",,93,,,2.01,1.63,3.79,6.61
I1,26/12/2018,Spal,Udinese,0,0,,,93,,,2.27,2.38,3.11,3.52
I1,26/12/2018,Torino,Empoli,3,0,"44,49,75",,93,,89,1.87,1.78,3.66,5.15
I1,29/12/2018,Chievo,Frosinone,1,0,76,,94,,,2.23,1.97,3.24,4.72
I1,29/12/2018,Empoli,Inter,0,1,,72,93,,,1.65,7.29,4.67,1.47
I1,29/12/2018,Genoa,Fiorentina,0,0,,,95,,,2.06,2.66,3.2,2.97
I1,29/12/2018,Juventus,Sampdoria,2,1,"2,65",33,98,,,1.61,1.2,7.06,17.17
I1,29/12/2018,Lazio,Torino,1,1,62,45,94,86,90,1.77,1.65,3.88,6.04
I1,29/12/2018,Milan,Spal,2,1,"16,64",13,94,89,,1.81,1.47,4.15,8.97
I1,29/12/2018,Napoli,Bologna,3,2,"16,51,88","37,8",94,,,1.56,1.26,6.07,12.79
I1,29/12/2018,Parma,Roma,0,2,,"58,75",93,,,1.76,5.75,4.23,1.61
I1,29/12/2018,Sassuolo,Atalanta,2,6,"51,57","19,42,54,74,86,91",92,,,1.74,3.17,3.57,2.33
I1,29/12/2018,Udinese,Cagliari,2,0,"39,57",,95,78,50,2.32,2.66,3,3.18
I1,19/01/2019,Inter,Sassuolo,0,0,,,93,,,1.64,1.44,4.61,8.14
I1,19/01/2019,Roma,Torino,3,2,"15,34,73","51,67",94,,,1.63,1.64,4.09,5.68
I1,19/01/2019,Udinese,Parma,1,2,50,"11,68",94,,,2.33,2.18,3.13,4.05
I1,20/01/2019,Cagliari,Empoli,2,2,"36,91","70,81",93,,,1.84,2.01,3.56,4.05
I1,20/01/2019,Fiorentina,Sampdoria,3,3,"34,70,92","44,81,85",93,39,,1.89,1.84,3.63,4.79
I1,20/01/2019,Frosinone,Atalanta,0,5,,"11,44,47,64,73",93,,,1.65,7.56,4.62,1.47
I1,20/01/2019,Napoli,Lazio,2,1,"34,37",65,95,,70,1.79,2.15,3.39,3.77
I1,20/01/2019,Spal,Bologna,1,1,63,24,96,,,2.57,2.53,2.99,3.39
I1,21/01/2019,Genoa,Milan,0,2,,"72,83",92,,,2.11,3.29,3.18,2.46
I1,21/01/2019,Juventus,Chievo,3,0,"13,45,84",,92,,,1.5,1.1,10.68,30.99
I1,26/01/2019,Milan,Napoli,0,0,,,96,,92,1.91,3.58,3.22,2.3
I1,26/01/2019,Sampdoria,Udinese,4,0,"33,56,68,78",,92,,,2.05,1.93,3.35,4.71
I1,26/01/2019,Sassuolo,Cagliari,3,0,"9,45,87",,95,,,2.09,2.05,3.49,3.99
I1,27/01/2019,Atalanta,Roma,3,3,"44,59,71","3,33,40",94,,,1.57,2.02,4.03,3.54
I1,27/01/2019,Bologna,Frosinone,0,4,,"18,21,52,75",92,13,,2.25,1.62,3.72,7.03
I1,27/01/2019,Chievo,Fiorentina,3,4,"38,60,89","4,26,79,86",96,,59,2.16,5.05,3.37,1.88
I1,27/01/2019,Lazio,Juventus,1,2,59,"74,88",95,,,2.01,4.12,3.28,2.09
I1,27/01/2019,Parma,Spal,2,3,"11,53","70,75,87",93,,,2.47,2.35,3.11,3.61
I1,27/01/2019,Torino,Inter,1,0,35,,95,,86,1.98,3.46,3.23,2.34
I1,28/01/2019,Empoli,Genoa,1,3,63,"18,70,73",93,,,1.8,2.48,3.35,3.1
I1,02/02/2019,Empoli,Chievo,2,2,"45,52","31,46",92,,,1.9,1.85,3.72,4.55
I1,02/02/2019,Juventus,Parma,3,3,"36,62,66","64,64,92",94,,,1.56,1.18,7.54,19.44
I1,02/02/2019,Napoli,Sampdoria,3,0,"25,26,89",,93,,,1.54,1.32,5.42,10.82
I1,03/02/2019,Genoa,Sassuolo,1,1,41,28,93,,,2.03,2.37,3.39,3.24
I1,03/02/2019,Inter,Bologna,0,1,,32,94,,,1.77,1.41,4.64,9.26
I1,03/02/2019,Roma,Milan,1,1,46,26,93,,,1.71,2.3,3.41,3.37
I1,03/02/2019,Spal,Torino,0,0,,,94,,65,2.47,3.35,2.98,2.56
I1,03/02/2019,Udinese,Fiorentina,1,1,56,65,93,,,2.28,4.05,3.27,2.11
I1,04/02/2019,Cagliari,Atalanta,0,1,,50,94,,,1.72,5.61,4.37,1.61
I1,04/02/2019,Frosinone,Lazio,0,1,,36,94,,,1.67,8.98,5.28,1.36
I1,07/02/2019,Lazio,Empoli,1,0,42,,93,,,1.5,1.42,4.85,8.25
I1,08/02/2019,Chievo,Roma,0,3,,"9,18,51",93,,,1.66,6.3,4.51,1.54
I1,09/02/2019,Fiorentina,Napoli,0,0,,,95,,,1.83,4.01,3.45,2.06
I1,09/02/2019,Parma,Inter,0,1,,79,95,,,1.87,6.16,3.88,1.64
I1,10/02/2019,Atalanta,Spal,2,1,"57,79",8,93,,,1.65,1.35,5.31,9.74
I1,10/02/2019,Bologna,Genoa,1,1,17,33,94,,,2.26,2.46,3.18,3.3
I1,10/02/2019,Milan,Cagliari,3,0,"13,22,62",,91,,,1.82,1.47,4.27,8.52
I1,10/02/2019,Sampdoria,Frosinone,0,1,,25,96,,,2.01,1.55,4.07,7.11
I1,10/02/2019,Sassuolo,Juventus,0,3,,"23,70,86",95,,,1.76,7.91,4.02,1.52
I1,10/02/2019,Torino,Udinese,1,0,31,,100,,97,2.13,1.77,3.52,5.6
I1,15/02/2019,Juventus,Frosinone,3,0,"6,17,63",,93,,,1.48,1.11,10.28,31.41
I1,16/02/2019,Atalanta,Milan,1,3,33,"46,55,61",94,,,1.82,2.13,3.38,3.84
I1,16/02/2019,Cagliari,Parma,2,1,"66,85",40,93,90,,2.11,2.03,3.41,4.15
I1,17/02/2019,Empoli,Sassuolo,3,0,"34,37,60",,92,,,1.82,2.59,3.44,2.87
I1,17/02/2019,Genoa,Lazio,2,1,"75,92",44,95,,,1.87,3.39,3.33,2.33
I1,17/02/2019,Inter,Sampdoria,2,1,"73,78",75,95,,,1.81,1.58,3.88,7.2
I1,17/02/2019,Napoli,Torino,0,0,,,95,,,1.74,1.38,4.8,9.78
I1,17/02/2019,Spal,Fiorentina,1,4,36,"44,79,80,88",92,,,2.28,3.78,3.16,2.25
I1,17/02/2019,Udinese,Chievo,1,0,85,,95,,,2.19,1.98,3.22,4.7
I1,18/02/2019,Roma,Bologna,2,1,"55,73",84,93,,,1.63,1.4,4.85,8.75
I1,22/02/2019,Milan,Empoli,3,0,"49,51,67",,93,,,1.71,1.48,4.35,7.97
I1,23/02/2019,Frosinone,Roma,2,3,"5,8","30,31,94",95,,,1.52,8.43,4.73,1.42
I1,23/02/2019,Torino,Atalanta,2,0,"42,46",,93,,,2,2.98,3.32,2.57
I1,24/02/2019,Bologna,Juventus,0,1,,67,95,,,1.88,7.76,3.91,1.55
I1,24/02/2019,Chievo,Genoa,0,0,,,95,,,2.18,3.23,3.09,2.55
I1,24/02/2019,Fiorentina,Inter,3,3,"1,74,100","6,40,52",102,,,2.01,3.12,3.36,2.46
I1,24/02/2019,Parma,Napoli,0,4,,"18,36,73,82",93,,,1.77,10.88,5.13,1.34
I1,24/02/2019,Sampdoria,Cagliari,1,0,66,,95,,,2.05,1.74,3.57,5.74
I1,24/02/2019,Sassuolo,Spal,1,1,43,68,96,92,,2.07,2.01,3.45,4.18
I1,01/03/2019,Cagliari,Inter,2,1,"31,43",38,96,,,2.05,5.49,3.52,1.78
I1,02/03/2019,Empoli,Parma,3,3,"18,59,91","13,46,82",97,,,1.82,2.06,3.48,3.96
I1,02/03/2019,Lazio,Roma,3,0,"12,73,89",,94,,92,1.65,2.39,3.5,3.13
I1,02/03/2019,Milan,Sassuolo,1,0,35,,95,,64,1.78,1.57,3.96,7.1
I1,03/03/2019,Atalanta,Fiorentina,3,1,"28,34,59",3,93,,,1.69,1.84,3.76,4.57
I1,03/03/2019,Genoa,Frosinone,0,0,,,94,,34,2.07,1.76,3.53,5.6
I1,03/03/2019,Napoli,Juventus,1,2,61,"28,39",95,25,47,2.12,2.56,3.16,3.14
I1,03/03/2019,Spal,Sampdoria,1,2,93,"4,11",97,96,,2.15,3.03,3.14,2.66
I1,03/03/2019,Torino,Chievo,3,0,"76,91,92",,94,,,2.03,1.6,3.84,7.04
I1,03/03/2019,Udinese,Bologna,2,1,"25,79",39,94,,,2.48,2.77,2.92,3.11
I1,08/03/2019,Juventus,Udinese,4,1,"11,39,67,71",84,92,,,1.98,1.45,4.26,9.2
I1,09/03/2019,Chievo,Milan,1,2,41,"31,57",95,,,1.92,5.98,3.5,1.74
I1,09/03/2019,Parma,Genoa,1,0,78,,96,,,2.15,2.98,3.04,2.78
I1,10/03/2019,Bologna,Cagliari,2,0,"34,77",,93,,,2.24,2,3.29,4.48
I1,10/03/2019,Fiorentina,Lazio,1,1,61,23,92,,,1.78,3.03,3.42,2.49
I1,10/03/2019,Frosinone,Torino,1,2,42,"56,77",94,,,2.33,4.29,3.12,2.12
I1,10/03/2019,Inter,Spal,2,0,"67,77",,95,,,1.81,1.4,4.51,10.19
I1,10/03/2019,Sampdoria,Atalanta,1,2,67,"50,77",96,,,1.78,3.87,3.52,2.07
I1,10/03/2019,Sassuolo,Napoli,1,1,52,86,95,,,1.72,6.41,4.04,1.6
I1,11/03/2019,Roma,Empoli,2,1,"9,33",12,96,80,,1.5,1.53,4.46,6.59
I1,15/03/2019,Cagliari,Fiorentina,2,1,"52,66",88,94,,,2.03,3.25,3.36,2.38
