Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,goal_time_h,goal_time_a,finished,red_cards_h,red_cards_a,BbAv>2.5,PSCH,PSCD,PSCA
I1,06/01/18,Roma,Atalanta,1,2,56,"14,19",93,,45,1.75,1.92,3.53,4.65
I1,06/01/18,Spal,Lazio,2,5,"8,3","5,19,26,41,50",93,,,1.71,6.2,3.9,1.66
I1,06/01/18,Torino,Bologna,3,0,"38,53,85",,95,,,2.03,2.04,3.54,4.04
I1,21/01/18,Atalanta,Napoli,0,1,,65,95,,,1.87,3.78,3.4,2.14
I1,21/01/18,Bologna,Benevento,3,0,"35,73,88",,97,,,1.95,1.7,3.74,5.89
I1,21/01/18,Cagliari,Milan,1,2,8,"36,42",95,88,80,1.94,4.07,3.45,2.04
I1,21/01/18,Inter,Roma,1,1,86,31,94,,,1.71,2.49,3.57,2.92
I1,21/01/18,Lazio,Chievo,5,1,"23,31,68,83,86",25,92,,,1.43,1.29,5.98,11.7
I1,21/01/18,Sampdoria,Fiorentina,3,1,"30,60,68",80,93,,,1.76,3.26,3.3,2.41
I1,21/01/18,Sassuolo,Torino,1,1,54,26,93,,,1.89,2.68,3.21,2.95
I1,21/01/18,Udinese,Spal,1,1,11,49,94,,,2.02,1.88,3.61,4.6
I1,21/01/18,Verona,Crotone,0,3,,"3,54,67",91,61,,2.11,2.43,3.28,3.29
I1,22/01/18,Juventus,Genoa,1,0,"16,33,39",,93,,,1.73,1.26,5.65,17.8
I1,24/01/18,Lazio,Udinese,3,0,"22,47,87",,93,,,1.61,1.53,4.16,7.59
I1,24/01/18,Sampdoria,Roma,1,1,45,91,94,,,1.62,3.91,3.71,2
I1,27/01/18,Chievo,Juventus,0,2,,"67,88",91,"37,61",,1.83,12.1,4.92,1.35
I1,27/01/18,Sassuolo,Atalanta,0,3,,"30,83,86",96,96,,2,3.01,3.34,2.54
I1,28/01/18,Crotone,Cagliari,1,1,29,45,96,,45,2.32,2.61,2.97,3.27
I1,28/01/18,Fiorentina,Verona,1,4,53,"11,20,46,55",93,,,1.55,1.26,6.3,14.25
I1,28/01/18,Genoa,Udinese,0,1,,61,94,,64,2.28,2.31,3.21,3.56
I1,28/01/18,Milan,Lazio,2,1,"15,44",20,95,,,1.81,2.54,3.36,2.99
I1,28/01/18,Napoli,Bologna,3,1,"5,37,59",1,93,,,1.49,1.19,7.75,18.43
I1,28/01/18,Roma,Sampdoria,0,1,,80,95,,,1.54,1.39,5.21,8.82
I1,28/01/18,Spal,Inter,1,1,90,48,94,,,1.78,6.4,3.86,1.64
I1,28/01/18,Torino,Benevento,3,0,"3,40,45",,91,,34,1.64,1.42,5.03,8.24
I1,03/02/18,Inter,Crotone,1,1,23,60,94,,,1.84,1.28,5.72,15.11
I1,03/02/18,Sampdoria,Torino,1,1,11,25,95,,73,1.63,2.3,3.58,3.22
I1,04/02/18,Atalanta,Chievo,1,0,72,,96,,,1.71,1.46,4.57,8.33
I1,04/02/18,Benevento,Napoli,0,2,,"20,47",95,,,1.46,21.94,8.54,1.16
I1,04/02/18,Bologna,Fiorentina,1,2,44,"41,71",95,,,2.02,3.41,3.38,2.29
I1,04/02/18,Cagliari,Spal,2,0,"34,78",,95,,,2.05,2.11,3.38,3.9
I1,04/02/18,Juventus,Sassuolo,7,0,"9,24,27,38,63,74,83",,91,,,1.71,1.23,6.77,15.51
I1,04/02/18,Udinese,Milan,1,1,76,9,93,,68,2.05,3.59,3.37,2.22
I1,04/02/18,Verona,Roma,0,1,,1,94,,51,1.55,10.2,5.15,1.36
I1,05/02/18,Lazio,Genoa,1,2,59,"55,91",94,,,1.78,1.5,4.29,8
I1,09/02/18,Fiorentina,Juventus,0,2,,"56,86",94,,,2.14,4.91,3.41,1.9
I1,10/02/18,Crotone,Atalanta,1,1,80,88,94,,,2.11,4.65,3.56,1.89
I1,10/02/18,Napoli,Lazio,4,1,"43,54,56,73",3,92,,,1.62,1.87,3.42,5.04
